"사용일자","노선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20190301","중앙선","1220","지평","38","49","20190304"
"20190301","중앙선","1219","용문","2804","3073","20190304"
"20190301","중앙선","1218","원덕","439","479","20190304"
"20190301","중앙선","1217","양평","2984","3291","20190304"
"20190301","중앙선","1216","오빈","311","338","20190304"
"20190301","중앙선","1215","아신","608","606","20190304"
"20190301","중앙선","1214","국수","718","778","20190304"
"20190301","중앙선","1213","신원","219","181","20190304"
"20190301","중앙선","1212","양수","2272","2315","20190304"
"20190301","중앙선","1211","운길산","1161","1171","20190304"
"20190301","중앙선","1210","팔당","1407","1499","20190304"
"20190301","중앙선","1209","도심","1927","1670","20190304"
"20190301","중앙선","1208","덕소","5710","5485","20190304"
"20190301","중앙선","1207","양정","689","640","20190304"
"20190301","중앙선","1206","도농","7240","6465","20190304"
"20190301","중앙선","1205","구리","12028","12838","20190304"
"20190301","중앙선","1204","양원","1063","1094","20190304"
"20190301","중앙선","1203","망우","7440","7213","20190304"
"20190301","중앙선","1202","상봉(시외버스터미널)","5459","4995","20190304"
"20190301","중앙선","1201","중랑","4774","4524","20190304"
"20190301","중앙선","1015","회기","24184","22933","20190304"
"20190301","장항선","1408","신창(순천향대)","1428","1379","20190304"
"20190301","장항선","1407","온양온천","5924","6239","20190304"
"20190301","장항선","1405","배방","1079","974","20190304"
"20190301","장항선","1403","아산","2949","2961","20190304"
"20190301","장항선","1402","쌍용(나사렛대)","1758","1594","20190304"
"20190301","장항선","1401","봉명","889","758","20190304"
"20190301","일산선","1958","대화","11382","9930","20190304"
"20190301","일산선","1957","주엽","7618","7748","20190304"
"20190301","일산선","1956","정발산","8457","9108","20190304"
"20190301","일산선","1955","마두","6277","6415","20190304"
"20190301","일산선","1954","백석","9813","9965","20190304"
"20190301","일산선","1953","대곡","1397","1220","20190304"
"20190301","일산선","1952","화정","15881","16584","20190304"
"20190301","일산선","1951","원당","9502","9139","20190304"
"20190301","일산선","1950","삼송","14558","13730","20190304"
"20190301","일산선","1948","원흥","6158","5608","20190304"
"20190301","우이신설선","4713","신설동","1335","1375","20190304"
"20190301","우이신설선","4712","보문","1208","1271","20190304"
"20190301","우이신설선","4711","성신여대입구(돈암)","3231","3650","20190304"
"20190301","우이신설선","4710","정릉","3620","2869","20190304"
"20190301","우이신설선","4709","북한산보국문","4957","4124","20190304"
"20190301","우이신설선","4708","솔샘","4224","3614","20190304"
"20190301","우이신설선","4707","삼양사거리","2145","2023","20190304"
"20190301","우이신설선","4706","삼양","1693","1722","20190304"
"20190301","우이신설선","4705","화계","2769","2476","20190304"
"20190301","우이신설선","4704","가오리","3181","2921","20190304"
"20190301","우이신설선","4703","4.19민주묘지","2447","2175","20190304"
"20190301","우이신설선","4702","솔밭공원","1996","1926","20190304"
"20190301","우이신설선","4701","북한산우이","3599","3380","20190304"
"20190301","안산선","1763","수리산","3084","2640","20190304"
"20190301","안산선","1762","오이도","9472","9457","20190304"
"20190301","안산선","1761","정왕","6726","6507","20190304"
"20190301","안산선","1760","신길온천","1522","1385","20190304"
"20190301","안산선","1759","안산","12790","12074","20190304"
"20190301","안산선","1758","초지","2744","2904","20190304"
"20190301","안산선","1757","고잔","6428","6271","20190304"
"20190301","안산선","1756","중앙","15872","17174","20190304"
"20190301","안산선","1755","한대앞","6766","6476","20190304"
"20190301","안산선","1754","상록수","16184","15475","20190304"
"20190301","안산선","1753","반월","4071","3583","20190304"
"20190301","안산선","1752","대야미","3738","3181","20190304"
"20190301","안산선","1751","산본","14303","15316","20190304"
"20190301","수인선","1891","인천","2013","3672","20190304"
"20190301","수인선","1890","신포","1965","1811","20190304"
"20190301","수인선","1889","숭의","2760","2514","20190304"
"20190301","수인선","1888","인하대","4032","3903","20190304"
"20190301","수인선","1886","송도","2377","2344","20190304"
"20190301","수인선","1885","연수","4454","4482","20190304"
"20190301","수인선","1884","원인재","3816","3741","20190304"
"20190301","수인선","1883","남동인더스파크","1031","979","20190304"
"20190301","수인선","1882","호구포","2484","2350","20190304"
"20190301","분당선","1869","망포","9592","8678","20190304"
"20190301","분당선","1868","영통","7748","7842","20190304"
"20190301","분당선","1867","청명","2910","2744","20190304"
"20190301","분당선","1866","상갈","4757","4431","20190304"
"20190301","분당선","1865","기흥","7594","7305","20190304"
"20190301","분당선","1864","신갈","3240","3106","20190304"
"20190301","분당선","1870","매탄권선","3378","3074","20190304"
"20190301","분당선","1871","수원시청","10001","11848","20190304"
"20190301","분당선","1872","매교","1584","1623","20190304"
"20190301","수인선","1878","달월","58","61","20190304"
"20190301","수인선","1879","월곶","2143","2000","20190304"
"20190301","수인선","1880","소래포구","5772","5879","20190304"
"20190301","수인선","1881","인천논현","4798","5054","20190304"
"20190301","1호선","0150","서울역","62588","64794","20190304"
"20190301","1호선","0151","시청","34884","36956","20190304"
"20190301","1호선","0152","종각","50459","37374","20190304"
"20190301","1호선","0153","종로3가","42034","38116","20190304"
"20190301","1호선","0154","종로5가","33728","34581","20190304"
"20190301","1호선","0155","동대문","17245","20722","20190304"
"20190301","1호선","0156","신설동","12450","11882","20190304"
"20190301","1호선","0157","제기동","18696","19124","20190304"
"20190301","1호선","0158","청량리(서울시립대입구)","24713","27134","20190304"
"20190301","1호선","0159","동묘앞","14645","17481","20190304"
"20190301","2호선","0201","시청","23037","22431","20190304"
"20190301","2호선","0202","을지로입구","48353","40235","20190304"
"20190301","2호선","0203","을지로3가","14770","12799","20190304"
"20190301","2호선","0204","을지로4가","10418","10343","20190304"
"20190301","2호선","0205","동대문역사문화공원","20630","23732","20190304"
"20190301","2호선","0206","신당","12640","13412","20190304"
"20190301","2호선","0207","상왕십리","10434","9499","20190304"
"20190301","2호선","0208","왕십리(성동구청)","15952","14138","20190304"
"20190301","2호선","0209","한양대","4511","6475","20190304"
"20190301","2호선","0210","뚝섬","11812","11886","20190304"
"20190301","2호선","0211","성수","15928","17110","20190304"
"20190301","2호선","0212","건대입구","44553","49651","20190304"
"20190301","2호선","0213","구의(광진구청)","17400","16244","20190304"
"20190301","2호선","0214","강변(동서울터미널)","45095","46693","20190304"
"20190301","2호선","0215","잠실나루","9583","9000","20190304"
"20190301","2호선","0216","잠실(송파구청)","86440","81462","20190304"
"20190301","2호선","0217","잠실새내","19220","20085","20190304"
"20190301","2호선","0218","종합운동장","9275","10701","20190304"
"20190301","2호선","0219","삼성(무역센터)","39915","40853","20190304"
"20190301","2호선","0220","선릉","23365","20891","20190304"
"20190301","2호선","0221","역삼","17591","19633","20190304"
"20190301","2호선","0222","강남","68560","72429","20190304"
"20190301","2호선","0223","교대(법원.검찰청)","18358","20336","20190304"
"20190301","2호선","0224","서초","9268","8976","20190304"
"20190301","2호선","0225","방배","10059","10311","20190304"
"20190301","2호선","0226","사당","32727","36952","20190304"
"20190301","2호선","0227","낙성대","22821","20472","20190304"
"20190301","2호선","0228","서울대입구(관악구청)","42193","40097","20190304"
"20190301","2호선","0229","봉천","18081","16336","20190304"
"20190301","2호선","0230","신림","58107","55383","20190304"
"20190301","2호선","0231","신대방","22437","20738","20190304"
"20190301","2호선","0232","구로디지털단지","40700","39766","20190304"
"20190301","2호선","0233","대림(구로구청)","22470","23353","20190304"
"20190301","2호선","0234","신도림","48635","49104","20190304"
"20190301","2호선","0235","문래","10810","10879","20190304"
"20190301","2호선","0236","영등포구청","11760","12216","20190304"
"20190301","2호선","0237","당산","14896","15737","20190304"
"20190301","2호선","0238","합정","29383","33024","20190304"
"20190301","2호선","0239","홍대입구","95022","108251","20190304"
"20190301","2호선","0240","신촌","43291","45042","20190304"
"20190301","2호선","0241","이대","16200","16924","20190304"
"20190301","2호선","0242","아현","8320","7798","20190304"
"20190301","2호선","0243","충정로(경기대입구)","8068","7695","20190304"
"20190301","2호선","0244","용답","2046","1995","20190304"
"20190301","2호선","0245","신답","1053","1095","20190304"
"20190301","2호선","0246","신설동","4522","3864","20190304"
"20190301","2호선","0247","도림천","704","699","20190304"
"20190301","2호선","0248","양천구청","4751","4841","20190304"
"20190301","2호선","0249","신정네거리","7426","7502","20190304"
"20190301","2호선","0250","용두(동대문구청)","1956","1908","20190304"
"20190301","3호선","0309","지축","996","1120","20190304"
"20190301","3호선","0310","구파발","16494","16204","20190304"
"20190301","3호선","0311","연신내","34274","32832","20190304"
"20190301","3호선","0312","불광","15779","18247","20190304"
"20190301","3호선","0313","녹번","10688","9280","20190304"
"20190301","3호선","0314","홍제","16132","15459","20190304"
"20190301","3호선","0315","무악재","3294","3300","20190304"
"20190301","3호선","0316","독립문","29028","33206","20190304"
"20190301","3호선","0317","경복궁(정부서울청사)","35702","34402","20190304"
"20190301","3호선","0318","안국","28232","27579","20190304"
"20190301","3호선","0319","종로3가","8946","15709","20190304"
"20190301","3호선","0320","을지로3가","7390","7147","20190304"
"20190301","3호선","0321","충무로","2","0","20190304"
"20190301","3호선","0322","동대입구","12625","13722","20190304"
"20190301","3호선","0323","약수","10187","9724","20190304"
"20190301","3호선","0324","금호","6648","5772","20190304"
"20190301","3호선","0325","옥수","7543","7778","20190304"
"20190301","3호선","0326","압구정","21084","22802","20190304"
"20190301","3호선","0327","신사","24327","26114","20190304"
"20190301","3호선","0328","잠원","4150","4033","20190304"
"20190301","3호선","0329","고속터미널","72337","75144","20190304"
"20190301","3호선","0330","교대(법원.검찰청)","6641","4325","20190304"
"20190301","3호선","0331","남부터미널(예술의전당)","28459","29103","20190304"
"20190301","3호선","0332","양재(서초구청)","20964","22688","20190304"
"20190301","3호선","0333","매봉","5538","5201","20190304"
"20190301","3호선","0334","도곡","3246","3292","20190304"
"20190301","3호선","0335","대치","8590","7964","20190304"
"20190301","3호선","0336","학여울","3479","3682","20190304"
"20190301","3호선","0337","대청","6073","5346","20190304"
"20190301","3호선","0338","일원","4517","4574","20190304"
"20190301","3호선","0339","수서","13786","13511","20190304"
"20190301","3호선","0340","가락시장","6953","6841","20190304"
"20190301","3호선","0341","경찰병원","4351","4094","20190304"
"20190301","3호선","0342","오금","4170","3710","20190304"
"20190301","4호선","0409","당고개","10775","10108","20190304"
"20190301","4호선","0410","상계","16571","14805","20190304"
"20190301","4호선","0411","노원","19526","22045","20190304"
"20190301","4호선","0412","창동","22689","23819","20190304"
"20190301","4호선","0413","쌍문","26035","22397","20190304"
"20190301","4호선","0414","수유(강북구청)","31443","31004","20190304"
"20190301","4호선","0415","미아(서울사이버대학)","13129","11780","20190304"
"20190301","4호선","0416","미아사거리","25316","24379","20190304"
"20190301","4호선","0417","길음","17025","15694","20190304"
"20190301","4호선","0418","성신여대입구(돈암)","20786","19680","20190304"
"20190301","4호선","0419","한성대입구(삼선교)","12516","12127","20190304"
"20190301","4호선","0420","혜화","42650","43324","20190304"
